filename,para_id,sent_id,raw_text,tokenized_text,tokenized_pos,label
cd05,7,3,Because/cs he/pps spoke/vbd openly/rb with/in what/wdt Channing/np had/hvd prophesied/vbn someone/pn might/md --/-- with/in daring/vbg hyperbole/nn --/-- Parker/np vindicated/vbd Channing's/np$ further/jjr prophecy/nn that/cs he/pps who/wps committed/vbd this/dt infraction/nn of/in taste/nn would/md promptly/rb discover/vb how/wql little/ap mercy/nn liberals/nns were/bed disposed/vbn to/to allow/vb to/in libertarians/nns who/wps appeared/vbd to/in them/ppo libertines/nns ./.,Because he spoke openly with what Channing had prophesied someone might -- with daring hyperbole -- Parker vindicated Channing's further prophecy that he who committed this infraction of taste would promptly discover how little mercy liberals were disposed to allow to libertarians who appeared to them libertines .,cs pps vbd rb in wdt np hvd vbn pn md -- in vbg nn -- np vbd np$ jjr nn cs pps wps vbd dt nn in nn md rb vb wql ap nn nns bed vbn to vb in nns wps vbd in ppo nns .,religion
cd05,7,4,"An/at institutionalized/vbn liberalism/nn proved/vbd itself/ppl fundamentally/rb an/at institution/nn ,/, and/cc only/rb within/in those/dts defined/vbn limits/nns a/at license/nn ./.","An institutionalized liberalism proved itself fundamentally an institution , and only within those defined limits a license .","at vbn nn vbd ppl rb at nn , cc rb in dts vbn nns at nn .",religion
cd05,8,0,"By/in reminding/vbg ourselves/ppls of/in these/dts factors/nns in/in the/at situation/nn ,/, we/ppss should/md ,/, I/ppss am/bem sure/jj ,/, come/vb to/in a/at fresh/jj realization/nn ,/, however/wql painful/jj it/pps be/be ,/, that/cs the/at battle/nn between/in Parker/np and/cc his/pp$ neighbors/nns was/bedz fought/vbn in/in earnest/jj ./.","By reminding ourselves of these factors in the situation , we should , I am sure , come to a fresh realization , however painful it be , that the battle between Parker and his neighbors was fought in earnest .","in vbg ppls in dts nns in at nn , ppss md , ppss bem jj , vb in at jj nn , wql jj pps be , cs at nn in np cc pp$ nns bedz vbn in jj .",religion
cd05,8,1,"He/pps arraigned/vbd the/at citizens/nns in/in language/nn of/in so/ql little/ap courtesy/nn that/cs they/ppss had/hvd to/to respond/vb with/in ,/, at/in the/at least/ap ,/, resentment/nn ./.","He arraigned the citizens in language of so little courtesy that they had to respond with , at the least , resentment .","pps vbd at nns in nn in ql ap nn cs ppss hvd to vb in , in at ap , nn .",religion
cd05,8,2,"What/wdt otherwise/rb could/md ``/`` the/at lawyer/nn ,/, doctor/nn ,/, minister/nn ,/, the/at men/nns of/in science/nn and/cc letters/nns ''/'' do/do when/wrb told/vbn that/cs they/ppss had/hvd ``/`` become/vbn the/at cherubim/nns and/cc seraphim/nns and/cc the/at three/cd archangels/nns who/wps stood/vbd before/in the/at golden/jj throne/nn of/in the/at merchant/nn ,/, and/cc continually/rb cried/vbd ,/, '/' Holy/jj ,/, holy/jj ,/, holy/jj is/bez the/at Almighty/jj-tl Dollar/nn-tl '/' ``/`` ?/. ?/.","What otherwise could `` the lawyer , doctor , minister , the men of science and letters '' do when told that they had `` become the cherubim and seraphim and the three archangels who stood before the golden throne of the merchant , and continually cried , ' Holy , holy , holy is the Almighty Dollar ' `` ? ?","wdt rb md `` at nn , nn , nn , at nns in nn cc nns '' do wrb vbn cs ppss hvd `` vbn at nns cc nns cc at cd nns wps vbd in at jj nn in at nn , cc rb vbd , ' jj , jj , jj bez at jj-tl nn-tl ' `` . .",religion
cd05,8,3,"Nor/cc ,/, when/wrb we/ppss recollect/vb how/wql sensitive/jj were/bed the/at emotions/nns of/in the/at old/jj Puritan/jj-tl stock/nn in/in regard/nn to/in the/at recent/jj tides/nns of/in immigration/nn ,/, should/md we/ppss be/be astonished/vbn that/cs their/pp$ thin/jj lips/nns were/bed compressed/vbn into/in a/at white/jj line/nn of/in rage/nn as/cs Parker/np snarled/vbd at/in them/ppo thus/rb :/: ``/`` Talk/vb about/in the/at Catholics/nps voting/vbg as/cs the/at bishop/nn tells/vbz !/. !/.","Nor , when we recollect how sensitive were the emotions of the old Puritan stock in regard to the recent tides of immigration , should we be astonished that their thin lips were compressed into a white line of rage as Parker snarled at them thus : `` Talk about the Catholics voting as the bishop tells ! !","cc , wrb ppss vb wql jj bed at nns in at jj jj-tl nn in nn in at jj nns in nn , md ppss be vbn cs pp$ jj nns bed vbn in at jj nn in nn cs np vbd in ppo rb : `` vb in at nps vbg cs at nn vbz . .",religion
cd05,8,4,Reproach/vb the/at Catholics/nps for/in it/ppo !/. !/.,Reproach the Catholics for it ! !,vb at nps in ppo . .,religion
cd05,8,5,You/ppss and/cc I/ppss do/do the/at same/ap thing/nn ./.,You and I do the same thing .,ppss cc ppss do at ap nn .,religion
cd05,8,6,"There/ex are/ber a/at great/ql many/ap bishops/nns who/wps have/hv never/rb had/hvn a/at cross/nn on/in their/pp$ bosom/nn ,/, nor/cc a/at mitre/nn on/in their/pp$ head/nn ,/, who/wps appeal/vb not/* to/in the/at authority/nn of/in the/at Pope/nn-tl at/in Rome/np ,/, but/cc to/in the/at Almighty/jj-tl Dollar/nn-tl ,/, a/at pope/nn much/ql nearer/in home/nr ./.","There are a great many bishops who have never had a cross on their bosom , nor a mitre on their head , who appeal not to the authority of the Pope at Rome , but to the Almighty Dollar , a pope much nearer home .","ex ber at ql ap nns wps hv rb hvn at nn in pp$ nn , cc at nn in pp$ nn , wps vb * in at nn in at nn-tl in np , cc in at jj-tl nn-tl , at nn ql in nr .",religion
cd05,8,7,"Boston/np has/hvz been/ben controlled/vbn by/in a/at few/ap capitalists/nns ,/, lawyers/nns and/cc other/ap managers/nns ,/, who/wps told/vbd the/at editors/nns what/wdt to/to say/vb and/cc the/at preachers/nns what/wdt to/to think/vb ''/'' ./.","Boston has been controlled by a few capitalists , lawyers and other managers , who told the editors what to say and the preachers what to think '' .","np hvz ben vbn in at ap nns , nns cc ap nns , wps vbd at nns wdt to vb cc at nns wdt to vb '' .",religion
cd05,8,8,This/dt was/bedz war/nn ./.,This was war .,dt bedz nn .,religion
cd05,8,9,Parker/np meant/vbd business/nn ./.,Parker meant business .,np vbd nn .,religion
cd05,8,10,"And/cc he/pps took/vbd repeated/vbn care/nn to/to let/vb his/pp$ colleagues/nns know/vb that/cs he/pps intended/vbd them/ppo :/: ``/`` Even/rb the/at Unitarian/jj churches/nns have/hv caught/vbn the/at malaria/nn ,/, and/cc are/ber worse/jjr than/cs those/dts who/wps deceived/vbd them/ppo ''/'' --/-- which/wdt implied/vbd that/cs they/ppss were/bed very/ql bad/jj indeed/qlp ./.","And he took repeated care to let his colleagues know that he intended them : `` Even the Unitarian churches have caught the malaria , and are worse than those who deceived them '' -- which implied that they were very bad indeed .","cc pps vbd vbn nn to vb pp$ nns vb cs pps vbd ppo : `` rb at jj nns hv vbn at nn , cc ber jjr cs dts wps vbd ppo '' -- wdt vbd cs ppss bed ql jj qlp .",religion
cd05,8,11,"It/pps was/bedz ``/`` Duty/nn ''/'' he/pps said/vbd that/cs his/pp$ parents/nns had/hvd given/vbn him/ppo as/cs a/at rule/nn --/-- beyond/in even/rb the/at love/nn that/wps suffused/vbd his/pp$ being/nn and/cc the/at sense/nn of/in humor/nn with/in which/wdt he/pps was/bedz largely/rb supplied/vbn --/-- and/cc it/pps was/bedz duty/nn he/pps would/md perform/vb ,/, though/cs it/pps cost/vbd him/ppo acute/jj pain/nn and/cc exhausted/vbd him/ppo by/in the/at age/nn of/in fifty/cd ./.","It was `` Duty '' he said that his parents had given him as a rule -- beyond even the love that suffused his being and the sense of humor with which he was largely supplied -- and it was duty he would perform , though it cost him acute pain and exhausted him by the age of fifty .","pps bedz `` nn '' pps vbd cs pp$ nns hvd vbn ppo cs at nn -- in rb at nn wps vbd pp$ nn cc at nn in nn in wdt pps bedz rb vbn -- cc pps bedz nn pps md vb , cs pps vbd ppo jj nn cc vbd ppo in at nn in cd .",religion
cd05,8,12,Parker/np could/md weep/vb --/-- and/cc he/pps wept/vbd astonishingly/ql often/rb and/cc on/in the/at slightest/jjt provocation/nn --/-- but/cc the/at psychology/nn of/in those/dts tears/nns was/bedz entirely/rb compatible/jj with/in a/at remorseless/jj readiness/nn to/to massacre/vb his/pp$ opponents/nns ./.,Parker could weep -- and he wept astonishingly often and on the slightest provocation -- but the psychology of those tears was entirely compatible with a remorseless readiness to massacre his opponents .,np md vb -- cc pps vbd ql rb cc in at jjt nn -- cc at nn in dts nns bedz rb jj in at jj nn to vb pp$ nns .,religion
cd05,8,13,"``/`` If/cs it/pps gave/vbd me/ppo pleasure/nn to/to say/vb hard/jj things/nns ''/'' ,/, he/pps wrote/vbd ,/, ``/`` I/ppss would/md shut/vb up/rp forever/rb ''/'' ./.","`` If it gave me pleasure to say hard things '' , he wrote , `` I would shut up forever '' .","`` cs pps vbd ppo nn to vb jj nns '' , pps vbd , `` ppss md vb rp rb '' .",religion
cd05,8,14,"We/ppss have/hv to/to tell/vb ourselves/ppls that/cs when/wrb Parker/np spoke/vbd in/in this/dt vein/nn ,/, he/pps believed/vbd what/wdt he/pps said/vbd ,/, because/cs he/pps could/md continue/vb ,/, ``/`` But/cc the/at truth/nn ,/, which/wdt cost/vbd me/ppo bitter/jj tears/nns to/to say/vb ,/, I/ppss must/md speak/vb ,/, though/cs it/pps cost/vbd other/ap tears/nns hotter/jjr than/cs fire/nn ''/'' ./.","We have to tell ourselves that when Parker spoke in this vein , he believed what he said , because he could continue , `` But the truth , which cost me bitter tears to say , I must speak , though it cost other tears hotter than fire '' .","ppss hv to vb ppls cs wrb np vbd in dt nn , pps vbd wdt pps vbd , cs pps md vb , `` cc at nn , wdt vbd ppo jj nns to vb , ppss md vb , cs pps vbd ap nns jjr cs nn '' .",religion
cd05,8,15,"Because/cs he/pps copiously/rb shed/vbd his/pp$ own/jj tears/nns ,/, and/cc yielded/vbd himself/ppl up/rp as/cs a/at living/vbg sacrifice/nn to/in the/at impersonalized/vbn conscience/nn of/in New/jj-tl England/np-tl ,/, he/pps was/bedz not/* disturbed/vbn by/in the/at havoc/nn he/pps worked/vbd in/in other/ap people's/nns$ consciences/nns ./.","Because he copiously shed his own tears , and yielded himself up as a living sacrifice to the impersonalized conscience of New England , he was not disturbed by the havoc he worked in other people's consciences .","cs pps rb vbd pp$ jj nns , cc vbd ppl rp cs at vbg nn in at vbn nn in jj-tl np-tl , pps bedz * vbn in at nn pps vbd in ap nns$ nns .",religion
cd05,9,0,"Our/pp$ endeavor/nn to/to capture/vb even/rb a/at faint/jj sense/nn of/in how/wrb strenuous/jj was/bedz the/at fight/nn is/bez muffled/vbn by/in our/pp$ indifference/nn to/in the/at very/ap issue/nn which/wdt in/in the/at Boston/np of/in 1848/cd seemed/vbd to/to be/be the/at central/jj hope/nn of/in its/pp$ Christian/jj survival/nn ,/, that/dt of/in the/at literal/jj ,/, factual/jj historicity/nn of/in the/at miracles/nns as/cs reported/vbn in/in the/at Four/cd-tl Gospels/nps ./.","Our endeavor to capture even a faint sense of how strenuous was the fight is muffled by our indifference to the very issue which in the Boston of 1848 seemed to be the central hope of its Christian survival , that of the literal , factual historicity of the miracles as reported in the Four Gospels .","pp$ nn to vb rb at jj nn in wrb jj bedz at nn bez vbn in pp$ nn in at ap nn wdt in at np in cd vbd to be at jj nn in pp$ jj nn , dt in at jj , jj nn in at nns cs vbn in at cd-tl nps .",religion
cd05,9,1,"It/pps is/bez idle/jj to/to ask/vb why/wrb we/ppss are/ber no/ql longer/rbr disturbed/vbn if/cs somebody/pn ,/, professing/vbg the/at deepest/jjt piety/nn ,/, decides/vbz anew/rb that/cs it/pps is/bez of/in no/at importance/nn whether/cs or/cc not/* Christ/np transformed/vbd the/at water/nn into/in wine/nn at/in eleven/cd A.M./rb on/in the/at third/od of/in August/np ,/, A.D./rb 32/cd ./.","It is idle to ask why we are no longer disturbed if somebody , professing the deepest piety , decides anew that it is of no importance whether or not Christ transformed the water into wine at eleven A.M. on the third of August , A.D. 32 .","pps bez jj to vb wrb ppss ber ql rbr vbn cs pn , vbg at jjt nn , vbz rb cs pps bez in at nn cs cc * np vbd at nn in nn in cd rb in at od in np , rb cd .",religion
cd05,9,2,We/ppss have/hv no/at answer/nn as/in to/in why/wrb we/ppss are/ber not/* alarmed/vbn ./.,We have no answer as to why we are not alarmed .,ppss hv at nn in in wrb ppss ber * vbn .,religion
cd05,9,3,"So/rb we/ppss are/ber the/at more/ql prepared/vbn to/to give/vb Parker/np the/at credit/nn for/in having/hvg taken/vbn the/at right/jj side/nn in/in an/at unnecessary/jj controversy/nn ,/, to/to salute/vb his/pp$ courage/nn ,/, and/cc to/to pass/vb on/rp ,/, happily/rb forgetting/vbg both/abx him/ppo and/cc the/at entire/jj episode/nn ./.","So we are the more prepared to give Parker the credit for having taken the right side in an unnecessary controversy , to salute his courage , and to pass on , happily forgetting both him and the entire episode .","rb ppss ber at ql vbn to vb np at nn in hvg vbn at jj nn in at jj nn , to vb pp$ nn , cc to vb rp , rb vbg abx ppo cc at jj nn .",religion
cd05,9,4,"We/ppss have/hv not/* the/at leisure/nn ,/, or/cc the/at patience/nn ,/, or/cc the/at skill/nn ,/, to/to comprehend/vb what/wdt was/bedz working/vbg in/in the/at mind/nn and/cc heart/nn of/in a/at then/rb recent/jj graduate/nn from/in the/at Harvard/np-tl Divinity/nn-tl School/nn-tl who/wps would/md muster/vb the/at audacity/nn to/to contradict/vb his/pp$ most/ql formidable/jj instructor/nn ,/, the/at majesterial/jj Andrews/np Norton/np ,/, by/in saying/vbg that/cs ,/, while/cs he/pps believed/vbd Jesus/np ``/`` like/cs other/ap religious/jj teachers/nns ''/'' ,/, worked/vbd miracles/nns ,/, ``/`` I/ppss see/vb not/* how/wrb a/at miracle/nn proves/vbz a/at doctrine/nn ''/'' ./.","We have not the leisure , or the patience , or the skill , to comprehend what was working in the mind and heart of a then recent graduate from the Harvard Divinity School who would muster the audacity to contradict his most formidable instructor , the majesterial Andrews Norton , by saying that , while he believed Jesus `` like other religious teachers '' , worked miracles , `` I see not how a miracle proves a doctrine '' .","ppss hv * at nn , cc at nn , cc at nn , to vb wdt bedz vbg in at nn cc nn in at rb jj nn in at np-tl nn-tl nn-tl wps md vb at nn to vb pp$ ql jj nn , at jj np np , in vbg cs , cs pps vbd np `` cs ap jj nns '' , vbd nns , `` ppss vb * wrb at nn vbz at nn '' .",religion
cf37,0,0,The/at missionary/nn obligation/nn to/to proclaim/vb the/at gospel/nn to/in all/abn the/at world/nn was/bedz once/rb left/vbn to/in zealous/jj individuals/nns and/cc voluntary/jj societies/nns ./.,The missionary obligation to proclaim the gospel to all the world was once left to zealous individuals and voluntary societies .,at nn nn to vb at nn in abn at nn bedz rb vbn in jj nns cc jj nns .,lore
cf37,0,1,But/cc the/at time/nn came/vbd when/wrb a/at church/nn that/wps had/hvd no/at part/nn in/in the/at missionary/nn movement/nn was/bedz looked/vbn upon/rb as/cs deficient/jj in/in its/pp$ essential/jj life/nn ./.,But the time came when a church that had no part in the missionary movement was looked upon as deficient in its essential life .,cc at nn vbd wrb at nn wps hvd at nn in at nn nn bedz vbn rb cs jj in pp$ jj nn .,lore
cf37,0,2,"The/at Christian/jj education/nn of/in children/nns ,/, too/rb ,/, was/bedz once/rb hardly/rb more/ap than/cs a/at sideshow/nn ,/, but/cc the/at day/nn came/vbd when/wrb a/at congregation/nn that/wps did/dod not/* assume/vb full/jj oversight/nn of/in a/at church/nn school/nn was/bedz thought/vbn of/in as/cs failing/vbg in/in its/pp$ duty/nn ./.","The Christian education of children , too , was once hardly more than a sideshow , but the day came when a congregation that did not assume full oversight of a church school was thought of as failing in its duty .","at jj nn in nns , rb , bedz rb rb ap cs at nn , cc at nn vbd wrb at nn wps dod * vb jj nn in at nn nn bedz vbn in cs vbg in pp$ nn .",lore
cf37,1,0,The/at most/ql serious/jj weakness/nn of/in the/at ecumenical/jj movement/nn today/nr is/bez that/cs it/pps is/bez generally/rb regarded/vbn as/cs the/at responsibility/nn of/in a/at few/ap national/jj leaders/nns in/in each/dt denomination/nn and/cc a/at few/ap interdenominational/jj executives/nns ./.,The most serious weakness of the ecumenical movement today is that it is generally regarded as the responsibility of a few national leaders in each denomination and a few interdenominational executives .,at ql jj nn in at jj nn nr bez cs pps bez rb vbn cs at nn in at ap jj nns in dt nn cc at ap jj nns .,lore
cf37,1,1,"Most/ap pastors/nns and/cc laymen/nns ,/, even/rb though/cs they/ppss believe/vb it/ppo to/to be/be important/jj ,/, assume/vb that/cs the/at ecumenical/jj movement/nn lies/vbz outside/in the/at province/nn of/in their/pp$ parishes/nns ./.","Most pastors and laymen , even though they believe it to be important , assume that the ecumenical movement lies outside the province of their parishes .","ap nns cc nns , rb cs ppss vb ppo to be jj , vb cs at jj nn vbz in at nn in pp$ nns .",lore
cf37,1,2,"They/ppss may/md even/vb dismiss/vb it/ppo from/in their/pp$ minds/nns as/cs something/pn that/wps concerns/vbz only/rb the/at ``/`` ecclesiastical/jj Rover/np-tl Boys/nns-tl ''/'' ,/, as/cs someone/pn has/hvz dubbed/vbn them/ppo ,/, who/wps like/vb to/to go/vb to/in national/jj and/cc international/jj assemblies/nns ,/, and/cc have/hv expense/nn accounts/nns that/wps permit/vb them/ppo to/to do/do so/rb ./.","They may even dismiss it from their minds as something that concerns only the `` ecclesiastical Rover Boys '' , as someone has dubbed them , who like to go to national and international assemblies , and have expense accounts that permit them to do so .","ppss md vb vb ppo in pp$ nns cs pn wps vbz rb at `` jj np-tl nns-tl '' , cs pn hvz vbn ppo , wps vb to vb in jj cc jj nns , cc hv nn nns wps vb ppo to do rb .",lore
cf37,2,0,"As/ql long/rb as/cs this/dt point/nn of/in view/nn prevails/vbz ,/, the/at ecumenical/jj movement/nn will/md be/be lame/jj and/cc halt/vb ./.","As long as this point of view prevails , the ecumenical movement will be lame and halt .","ql rb cs dt nn in nn vbz , at jj nn md be jj cc vb .",lore
cf37,2,1,The/at next/ap stage/nn ahead/rb is/bez that/dt of/in making/vbg it/ppo thoroughly/rb at/in home/nr in/in the/at local/jj community/nn ./.,The next stage ahead is that of making it thoroughly at home in the local community .,at ap nn rb bez dt in vbg ppo rb in nr in at jj nn .,lore
cf37,2,2,"Progress/nn will/md take/vb place/nn far/ql less/ql through/in what/wdt is/bez done/vbn in/in any/dti ``/`` summit/nn conference/nn ''/'' of/in the/at National/jj-tl Council/nn-tl or/cc the/at World/nn-tl Council/nn-tl ,/, or/cc even/rb in/in offices/nns of/in the/at denominational/jj boards/nns ,/, than/cs through/in what/wdt happens/vbz in/in the/at communities/nns where/wrb Christian/jj people/nns live/vb together/rb as/cs neighbors/nns ./.","Progress will take place far less through what is done in any `` summit conference '' of the National Council or the World Council , or even in offices of the denominational boards , than through what happens in the communities where Christian people live together as neighbors .","nn md vb nn ql ql in wdt bez vbn in dti `` nn nn '' in at jj-tl nn-tl cc at nn-tl nn-tl , cc rb in nns in at jj nns , cs in wdt vbz in at nns wrb jj nns vb rb cs nns .",lore
cf37,2,3,The/at front/jj line/nn of/in advance/nn is/bez where/wrb witnessing/vbg and/cc worshiping/vbg congregations/nns of/in different/jj traditions/nns exist/vb side/nn by/in side/nn ./.,The front line of advance is where witnessing and worshiping congregations of different traditions exist side by side .,at jj nn in nn bez wrb vbg cc vbg nns in jj nns vb nn in nn .,lore
cf37,2,4,"Until/cs they/ppss see/vb the/at ecumenical/jj movement/nn in/in terms/nns of/in the/at difference/nn it/pps makes/vbz in/in their/pp$ own/jj attitudes/nns ,/, programs/nns ,/, and/cc relationships/nns ,/, it/pps will/md have/hv an/at inevitable/jj aspect/nn of/in unreality/nn ./.","Until they see the ecumenical movement in terms of the difference it makes in their own attitudes , programs , and relationships , it will have an inevitable aspect of unreality .","cs ppss vb at jj nn in nns in at nn pps vbz in pp$ jj nns , nns , cc nns , pps md hv at jj nn in nn .",lore
cf37,2,5,"As/cs things/nns now/rb stand/vb ,/, there/ex is/bez a/at grievous/jj disparity/nn between/in the/at unity/nn in/in Christ/np which/wdt we/ppss profess/vb in/in ecumenical/jj meetings/nns and/cc the/at complacent/jj separateness/nn of/in most/ap congregations/nns on/in any/dti Main/jjs-tl Street/nn-tl in/in the/at nation/nn ./.","As things now stand , there is a grievous disparity between the unity in Christ which we profess in ecumenical meetings and the complacent separateness of most congregations on any Main Street in the nation .","cs nns rb vb , ex bez at jj nn in at nn in np wdt ppss vb in jj nns cc at jj nn in ap nns in dti jjs-tl nn-tl in at nn .",lore
cf37,3,0,The/at-hl ecumenical/jj-hl congregation/nn-hl,The ecumenical congregation,at-hl jj-hl nn-hl,lore
cf37,3,1,The/at crux/nn of/in ecumenical/jj advance/nn is/bez an/at even/ql more/rbr personalized/vbn matter/nn than/cs the/at relation/nn between/in congregations/nns in/in the/at same/ap community/nn ./.,The crux of ecumenical advance is an even more personalized matter than the relation between congregations in the same community .,at nn in jj nn bez at ql rbr vbn nn cs at nn in nns in at ap nn .,lore
cf37,3,2,"The/at decisive/jj question/nn is/bez what/wdt happens/vbz within/in each/dt congregation/nn and/cc ,/, finally/rb ,/, in/in the/at minds/nns and/cc hearts/nns of/in the/at individual/jj members/nns ./.","The decisive question is what happens within each congregation and , finally , in the minds and hearts of the individual members .","at jj nn bez wdt vbz in dt nn cc , rb , in at nns cc nns in at jj nns .",lore
cf37,3,3,It/pps is/bez here/rb that/cs the/at local/jj and/cc ecumenical/jj must/md meet/vb ./.,It is here that the local and ecumenical must meet .,pps bez rb cs at jj cc jj md vb .,lore
cf37,3,4,It/pps is/bez here/rb that/cs the/at ecumenical/jj must/md become/vb local/jj and/cc the/at local/jj become/vb ecumenical/jj ./.,It is here that the ecumenical must become local and the local become ecumenical .,pps bez rb cs at jj md vb jj cc at jj vb jj .,lore
cf37,4,0,It/pps has/hvz become/vbn almost/ql trite/jj to/to say/vb that/cs the/at ecumenical/jj movement/nn must/md be/be ``/`` carried/vbn down/rp to/in the/at grass/nn roots/nns ''/'' ./.,It has become almost trite to say that the ecumenical movement must be `` carried down to the grass roots '' .,pps hvz vbn ql jj to vb cs at jj nn md be `` vbn rp in at nn nns '' .,lore
cf37,4,1,This/dt way/nn of/in describing/vbg the/at matter/nn is/bez unfortunate/jj ./.,This way of describing the matter is unfortunate .,dt nn in vbg at nn bez jj .,lore
cf37,4,2,It/pps implies/vbz two/cd misconceptions/nns ./.,It implies two misconceptions .,pps vbz cd nns .,lore
cf37,4,3,One/cd is/bez that/cs whatever/wdt is/bez ecumenical/jj has/hvz to/to do/do with/in some/dti over-all/jj organization/nn at/in ``/`` the/at top/nn ''/'' and/cc needs/vbz only/rb to/to be/be understood/vbn at/in the/at so-called/jj ``/`` lower/jjr levels/nns ''/'' ./.,One is that whatever is ecumenical has to do with some over-all organization at `` the top '' and needs only to be understood at the so-called `` lower levels '' .,cd bez cs wdt bez jj hvz to do in dti jj nn in `` at nn '' cc vbz rb to be vbn in at jj `` jjr nns '' .,lore
cf37,4,4,"The/at truth/nn ,/, however/rb ,/, is/bez that/cs the/at ecumenical/jj church/nn is/bez just/rb the/at local/jj church/nn in/in its/pp$ own/jj true/jj character/nn as/cs an/at integral/jj unit/nn of/in the/at whole/jj People/nns-tl of/in-tl God/np-tl throughout/in the/at world/nn ./.","The truth , however , is that the ecumenical church is just the local church in its own true character as an integral unit of the whole People of God throughout the world .","at nn , rb , bez cs at jj nn bez rb at jj nn in pp$ jj jj nn cs at jj nn in at jj nns-tl in-tl np-tl in at nn .",lore
cf37,4,5,"The/at other/ap misconception/nn is/bez that/cs our/pp$ ecumenical/jj problems/nns will/md be/be solved/vbn if/cs only/rb the/at knowledge/nn of/in the/at church/nn in/in its/pp$ world-wide/jj extension/nn and/cc its/pp$ interdenominational/jj connections/nns ,/, now/rb comprehended/vbn by/in many/ap national/jj leaders/nns ,/, can/md be/be communicated/vbn to/in all/abn congregations/nns ./.","The other misconception is that our ecumenical problems will be solved if only the knowledge of the church in its world-wide extension and its interdenominational connections , now comprehended by many national leaders , can be communicated to all congregations .","at ap nn bez cs pp$ jj nns md be vbn cs rb at nn in at nn in pp$ jj nn cc pp$ jj nns , rb vbn in ap jj nns , md be vbn in abn nns .",lore
cf37,4,6,"However/wql needed/vbn this/dt may/md be/be ,/, the/at fundamental/jj problem/nn is/bez not/* information/nn but/cc active/jj commitment/nn to/in the/at total/nn mission/nn of/in the/at church/nn of/in Christ/np in/in the/at world/nn ./.","However needed this may be , the fundamental problem is not information but active commitment to the total mission of the church of Christ in the world .","wql vbn dt md be , at jj nn bez * nn cc jj nn in at nn nn in at nn in np in at nn .",lore
cf37,5,0,"The/at basic/jj unit/nn in/in the/at church/nn ,/, of/in whatever/wdt denominational/jj polity/nn ,/, is/bez always/rb the/at congregation/nn ./.","The basic unit in the church , of whatever denominational polity , is always the congregation .","at jj nn in at nn , in wdt jj nn , bez rb at nn .",lore
cf37,5,1,It/pps is/bez hardly/ql possible/jj to/to emphasize/vb this/dt too/ql much/rb ./.,It is hardly possible to emphasize this too much .,pps bez ql jj to vb dt ql rb .,lore
cf37,5,2,"Most/ap people/nns do/do not/* realize/vb that/cs the/at congregation/nn ,/, as/cs a/at gathered/vbn fellowship/nn meeting/vbg regularly/rb face/nn to/in face/nn ,/, personally/rb sharing/vbg in/in a/at common/jj experience/nn and/cc expressing/vbg that/dt experience/nn in/in daily/jj relationships/nns with/in one/cd another/dt ,/, is/bez unique/jj ./.","Most people do not realize that the congregation , as a gathered fellowship meeting regularly face to face , personally sharing in a common experience and expressing that experience in daily relationships with one another , is unique .","ap nns do * vb cs at nn , cs at vbn nn vbg rb nn in nn , rb vbg in at jj nn cc vbg dt nn in jj nns in cd dt , bez jj .",lore
cf37,5,3,The/at idea/nn that/cs it/pps is/bez a/at feature/nn of/in all/abn religions/nns is/bez entirely/rb mistaken/vbn ./.,The idea that it is a feature of all religions is entirely mistaken .,at nn cs pps bez at nn in abn nns bez rb vbn .,lore
cf37,5,4,"The/at Jewish/jj synagogue/nn affords/vbz a/at parallel/nn to/in the/at Christian/jj congregation/nn ,/, but/cc Hinduism/np ,/, Buddhism/np ,/, Islam/np ,/, Confucianism/np ,/, Taoism/np ,/, Shintoism/np ,/, although/cs they/ppss have/hv sacred/jj scriptures/nns ,/, priests/nns ,/, spiritual/jj disciplines/nns ,/, and/cc places/nns of/in prayer/nn ,/, do/do not/* have/hv a/at congregation/nn as/cs a/at local/jj household/nn of/in faith/nn and/cc love/nn ./.","The Jewish synagogue affords a parallel to the Christian congregation , but Hinduism , Buddhism , Islam , Confucianism , Taoism , Shintoism , although they have sacred scriptures , priests , spiritual disciplines , and places of prayer , do not have a congregation as a local household of faith and love .","at jj nn vbz at nn in at jj nn , cc np , np , np , np , np , np , cs ppss hv jj nns , nns , jj nns , cc nns in nn , do * hv at nn cs at jj nn in nn cc nn .",lore
cf37,5,5,Their/pp$ characteristic/jj experience/nn is/bez that/dt of/in the/at individual/nn at/in an/at altar/nn or/cc a/at shrine/nn rather/in than/in that/dt of/in a/at continuing/vbg social/jj group/nn with/in a/at distinctive/jj kind/nn of/in fellowship/nn ./.,Their characteristic experience is that of the individual at an altar or a shrine rather than that of a continuing social group with a distinctive kind of fellowship .,pp$ jj nn bez dt in at nn in at nn cc at nn in in dt in at vbg jj nn in at jj nn in nn .,lore
cf37,6,0,How/wql far/rb the/at fellowship/nn in/in most/ap local/jj churches/nns falls/nns below/in what/wdt the/at New/jj-tl Testament/nn-tl means/vbz by/in koinonia/fw-nn !/. !/.,How far the fellowship in most local churches falls below what the New Testament means by koinonia ! !,wql rb at nn in ap jj nns nns in wdt at jj-tl nn-tl vbz in fw-nn . .,lore
